Name	official_name	Description	chrom	type	start_hg19	end_hg19	strand	ts_id	gene_type	gene_status	loci_level	alias_symbol	nodes	SNP	SNP_chr	SNP_pos_hg19	distance	index	dist	cap4_enhancer_no	fantom5_enhancer_no	Adipose_Tissue	Liver	Muscle	Pancreas	extra_weight
ENSG00000116985	BMP8B	BMP8B	chr1	gene	40222854	40254533	-	ENSG00000116985.6	protein_coding	KNOWN	2	BMP8B	1	rs3768321	chr1	40035928	186926	7	218605	38	3	-0.0394772161626539	-0.0542395012923182	-0.0676457215356332	0.0839267255851928	0.379181485395095
ENSG00000198754	OXCT2	OXCT2	chr1	gene	40235195	40237020	-	ENSG00000198754.4	protein_coding	KNOWN	2	OXCT2	1	rs3768321	chr1	40035928	199267	8	201092	38	1	-0.0531015965394808	-0.0370294766722352	-0.0519424827703498	0.0167971958146003	0.0830269183028815
ENSG00000043514	TRIT1	TRIT1	chr1	gene	40306708	40349183	-	ENSG00000043514.9	protein_coding	KNOWN	2	TRIT1	1	rs3768321	chr1	40035928	270780	9	313255	177	2	-0.0186008741850862	-0.00484413654472916	-0.0183032305973524	0.0300925567051472	0.804579969964924
ENSG00000116990	MYCL	MYCL1	chr1	gene	40361098	40367928	-	ENSG00000116990.9	protein_coding	KNOWN	2	MYCL1	1	rs3768321	chr1	40035928	325170	10	332000	75	0	-0.11710725765002	0.0967818792184227	-0.0983808599708676	0.165982546081786	1.54399196253629
ENSG00000168389	MFSD2A	MFSD2A	chr1	gene	40420802	40435638	+	ENSG00000168389.13	protein_coding	KNOWN	2	MFSD2A	1	rs3768321	chr1	40035928	384874	11	384874	0	6	-0.0610513040961009	0.200663090943715	-0.156286919824747	-0.156122019551014	1.19220342433696
ENSG00000131236	CAP1	CAP1	chr1	gene	40505905	40538321	+	ENSG00000131236.11	protein_coding	KNOWN	2	CAP1	1	rs3768321	chr1	40035928	469977	12	469977	212	5	0.0132425948599287	-0.0198132583124559	-0.0484442914464558	-0.0301761929862239	0.920500081793023
ENSG00000131238	PPT1	PPT1	chr1	gene	40538379	40563375	-	ENSG00000131238.10	protein_coding	KNOWN	1	PPT1	1	rs3768321	chr1	40035928	502451	14	527447	18	4	0.00385756391518319	-0.056157307299915	-0.0479434830335522	-0.0101183967198344	0.0595396837689798
ENSG00000117000	RLF	RLF	chr1	gene	40627045	40706593	+	ENSG00000117000.6	protein_coding	KNOWN	2	RLF	1	rs3768321	chr1	40035928	591117	17	591117	125	12	0.0131033211615005	-0.00522719948435723	0.0162976209248119	-0.0255746959357323	0.831719089750618
ENSG00000188800	TMCO2	TMCO2	chr1	gene	40711619	40717363	+	ENSG00000188800.5	protein_coding	KNOWN	2	TMCO2	1	rs3768321	chr1	40035928	675691	18	675691	101	1	-0.0228713842439715	-0.0175254990484326	-0.00841372068123894	-0.023121074794153	0.0659132962206451
ENSG00000084073	ZMPSTE24	ZMPSTE24	chr1	gene	40723779	40759856	+	ENSG00000084073.4	protein_coding	KNOWN	2	ZMPSTE24	1	rs3768321	chr1	40035928	687851	20	687851	146	4	0.00610446270755765	0.0205908053016803	-0.000288501239909993	-0.00491623132859017	0.506400170563563
ENSG00000186094	AGBL4	AGBL4	chr1	gene	48998527	50489585	-	ENSG00000186094.11	protein_coding	KNOWN	2	AGBL4	1	rs58432198	chr1	51256091	-2257564	11	766506	331	0	-0.0118250699635813	0.0526225331546425	-0.0629410718605108	-0.0122445324261485	3.34625461123136
ENSG00000162374	ELAVL4	ELAVL4	chr1	gene	50513686	50669458	+	ENSG00000162374.12	protein_coding	KNOWN	2	ELAVL4	1	rs58432198	chr1	51256091	-742405	8	742405	208	0	-0.0561574220871883	-0.0570295586677966	-0.076113865728999	0.0880021139805032	0.838118656419805
ENSG00000142700	DMRTA2	DMRTA2	chr1	gene	50883222	50889172	-	ENSG00000142700.7	protein_coding	KNOWN	2	DMRTA2	1	rs58432198	chr1	51256091	-372869	4	366919	87	0	-0.0303847340667345	-0.0432128826887747	-0.0297042695733012	-0.0381015120354015	0.0447994214230311
ENSG00000185104	FAF1	FAF1	chr1	gene	50905150	51425935	-	ENSG00000185104.13	protein_coding	KNOWN	2	FAF1	1	rs58432198	chr1	51256091	-350941	3	169844	142	1	-0.00508890151932108	-0.00430527972950703	0.0698391689972883	0.013623509653123	1.18648480501013
ENSG00000123080	CDKN2C	CDKN2C	chr1	gene	51426417	51440305	+	ENSG00000123080.6	protein_coding	KNOWN	2	CDKN2C	1	rs58432198	chr1	51256091	170326	1	170326	142	0	0.0521763909997292	-0.0712777579081453	-0.00682551269258959	0.00491781857841031	1.29211802398531
ENSG00000204006	C1orf185	C1orf185	chr1	gene	51567906	51613752	+	ENSG00000204006.4	protein_coding	KNOWN	2	C1orf185	1	rs58432198	chr1	51256091	311815	2	311815	0	0	-0.00425926247904835	-0.0164365801796043	-0.00922472965957919	-0.0172192406032983	0.0892715247815804
ENSG00000123091	RNF11	RNF11	chr1	gene	51701943	51739127	+	ENSG00000123091.4	protein_coding	KNOWN	2	RNF11	1	rs58432198	chr1	51256091	445852	5	445852	19	0	0.010354810313021	0.00193283815286893	0.0398609228868532	-0.0270169507177957	0.198884686062727
ENSG00000085831	TTC39A	TTC39A	chr1	gene	51752930	51810788	-	ENSG00000085831.11	protein_coding	KNOWN	2	TTC39A	1	rs58432198	chr1	51256091	496839	6	554697	131	1	-0.116244844468021	-0.0530996251188362	-0.00302529890704262	0.0779238792067685	0.366993851644166
ENSG00000085832	EPS15	EPS15	chr1	gene	51819935	51985000	-	ENSG00000085832.12	protein_coding	KNOWN	2	EPS15	1	rs58432198	chr1	51256091	563844	7	728909	153	2	0.0133092259074483	-0.0185325267952977	0.0306504542653515	-0.0240211331727904	0.447009852324195
ENSG00000117859	OSBPL9	OSBPL9	chr1	gene	52042851	52254889	+	ENSG00000117859.14	protein_coding	KNOWN	2	OSBPL9	1	rs58432198	chr1	51256091	786760	9	786760	92	4	-8.7946103768807e-05	0.0229906655536677	0.0337340632181126	-0.000164420913651774	0.372791030370449
ENSG00000078618	NRD1	NRD1	chr1	gene	52254863	52344477	-	ENSG00000078618.13	protein_coding	KNOWN	1	NRD1	1	rs58432198	chr1	51256091	998772	10	1088386	229	1	-0.00515433749872701	0.0163249506992905	0.0766145053291983	-0.0013326909919077	1.59774623140502
ENSG00000162599	NFIA	NFIA	chr1	gene	61330931	61928465	+	ENSG00000162599.10	protein_coding	KNOWN	2	NFIA	1	rs12140153	chr1	62579891	-1248960	9	1248960	198	5	0.0246940620106449	0.0274590281918197	0.00559113517722178	-0.0126322565982532	1.11001859135707
ENSG00000162604	TM2D1	TM2D1	chr1	gene	62146717	62191095	-	ENSG00000162604.6	protein_coding	KNOWN	2	TM2D1	1	rs12140153	chr1	62579891	-433174	6	388796	9	0	0.000597018938330117	-0.01234808694906	0.00457152553617211	-0.00749169474349039	0.118382799996181
ENSG00000132849	INADL	INADL	chr1	gene	62208149	62629592	+	ENSG00000132849.13	protein_coding	KNOWN	2	INADL	1	rs12140153	chr1	62579891	-371742	5	371742	131	1	-0.0503509304015155	0.00968498546385733	0.0400751555752746	0.0341162142043429	0.589539033591286
ENSG00000240563	L1TD1	L1TD1	chr1	gene	62660503	62678000	+	ENSG00000240563.1	protein_coding	KNOWN	2	L1TD1	1	rs12140153	chr1	62579891	80612	1	80612	0	1	-0.00995861113919126	-0.0724947055301796	-0.0651171620454481	-0.0390396409103247	0.0863536628788569
ENSG00000132854	KANK4	KANK4	chr1	gene	62702651	62785085	-	ENSG00000132854.14	protein_coding	KNOWN	2	KANK4	1	rs12140153	chr1	62579891	122760	2	205194	69	4	0.04708413353741	0.0615795076923052	-0.0624805785688306	0.199270338179052	6.589447844185
ENSG00000162607	USP1	USP1	chr1	gene	62901968	62917475	+	ENSG00000162607.8	protein_coding	KNOWN	2	USP1	1	rs12140153	chr1	62579891	322077	3	322077	132	4	0.00107452584795398	-0.024254458136704	0.00257363504479257	0.00208378284463472	0.516720775338163
ENSG00000116641	DOCK7	DOCK7	chr1	gene	62920399	63153969	-	ENSG00000116641.10	protein_coding	KNOWN	2	DOCK7	1	rs12140153	chr1	62579891	340508	4	574078	25	0	0.0110525802353705	-0.0146921785923387	-0.0412726230440995	-0.0151630059518969	0.061190341768564
ENSG00000132855	ANGPTL3	ANGPTL3	chr1	gene	63063158	63071830	+	ENSG00000132855.4	protein_coding	KNOWN	2	ANGPTL3	1	rs12140153	chr1	62579891	483267	7	483267	93	0	-0.0526281330073279	0.394202098783602	-0.0805630161464082	0.00537142054816908	7.9137410429466
ENSG00000125703	ATG4C	ATG4C	chr1	gene	63249806	63339980	+	ENSG00000125703.8	protein_coding	KNOWN	2	ATG4C	1	rs12140153	chr1	62579891	669915	8	669915	122	2	0.00482035537981504	0.0206605390117069	-0.0202397342317124	0.0286311532078759	0.437101680873604
ENSG00000116793	PHTF1	PHTF1	chr1	gene	114234854	114302111	-	ENSG00000116793.10	protein_coding	KNOWN	2	PHTF1	1	rs184660829	chr1	115144899	-910045	20	842788	51	2	-0.000312080975690172	-0.00636754845472442	-0.0117376822106621	0.0157212529761925	0.125132300797245
ENSG00000081019	RSBN1	RSBN1	chr1	gene	114304454	114355098	-	ENSG00000081019.9	protein_coding	KNOWN	2	RSBN1	1	rs184660829	chr1	115144899	-840445	19	789801	33	3	0.00105730189571675	-0.02457409227751	0.0193436418384926	0.0103671978426808	0.154921595390383
ENSG00000134242	PTPN22	PTPN22	chr1	gene	114356433	114414381	-	ENSG00000134242.11	protein_coding	KNOWN	2	PTPN22	1	rs184660829	chr1	115144899	-788466	18	730518	24	1	0.0208348647313725	-0.00979918400164028	-0.100366694170091	0.0173729552683735	0.128558892916446
ENSG00000188761	BCL2L15	BCL2L15	chr1	gene	114420790	114430169	-	ENSG00000188761.7	protein_coding	KNOWN	1	BCL2L15	1	rs184660829	chr1	115144899	-724109	17	714730	14	0	-0.0474650676004814	-0.0453914513265632	-0.0511082437878118	0.169061133229059	1.18888291092594
ENSG00000134262	AP4B1	AP4B1	chr1	gene	114437370	114447823	-	ENSG00000134262.8	protein_coding	KNOWN	2	AP4B1	1	rs184660829	chr1	115144899	-707529	16	697076	48	1	-0.00981099646644094	-0.0125882943235802	-0.0172585086173805	0.0225896170193607	0.0971471625135903
ENSG00000118655	DCLRE1B	DCLRE1B	chr1	gene	114447763	114456708	+	ENSG00000118655.4	protein_coding	KNOWN	2	DCLRE1B	1	rs184660829	chr1	115144899	-697136	15	697136	48	0	0.028701440526571	-0.0282109023438836	-0.0408829270885073	-0.0317038532847644	0.0869551295384152
ENSG00000163349	HIPK1	HIPK1	chr1	gene	114471814	114520426	+	ENSG00000163349.15	protein_coding	KNOWN	1	HIPK1	1	rs184660829	chr1	115144899	-673085	13	673085	179	4	0.000245414206529073	-0.0182842477767236	0.0218882840011215	-0.00133974123306003	0.684090256664705
ENSG00000116774	OLFML3	OLFML3	chr1	gene	114522063	114524876	+	ENSG00000116774.7	protein_coding	KNOWN	2	OLFML3	1	rs184660829	chr1	115144899	-622836	12	622836	237	0	0.0460807344821248	-0.0288234951430646	-0.0651469830259754	-0.0139865821889439	1.57445874093186
ENSG00000134207	SYT6	SYT6	chr1	gene	114631914	114696541	-	ENSG00000134207.8	protein_coding	KNOWN	2	SYT6	1	rs184660829	chr1	115144899	-512985	11	448358	94	0	-0.0334966952447427	-0.0639415177732336	0.000941094562733466	0.190838378720597	2.9336101527104
ENSG00000197323	TRIM33	TRIM33	chr1	gene	114935399	115053781	-	ENSG00000197323.6	protein_coding	KNOWN	2	TRIM33	1	rs184660829	chr1	115144899	-209500	7	91118	90	2	-0.000191899378280873	-0.0122709548263625	0.00167957553754418	0.00222341490363362	0.543900260522379
ENSG00000116752	BCAS2	BCAS2	chr1	gene	115110178	115124260	-	ENSG00000116752.5	protein_coding	KNOWN	2	BCAS2	1	rs184660829	chr1	115144899	-34721	2	20639	34	4	0.00396703972851884	0.0139073326269741	0.0340306468587287	-0.00885162940626893	0.771410598658887
ENSG00000175984	DENND2C	DENND2C	chr1	gene	115125469	115213043	-	ENSG00000175984.8	protein_coding	KNOWN	1	DENND2C	1	rs184660829	chr1	115144899	-19430	1	68144	129	0	-0.0204782288664292	0.0501729222824412	0.142260713139068	-0.00502393112578773	2.33919471257731
ENSG00000116748	AMPD1	AMPD1	chr1	gene	115215719	115238239	-	ENSG00000116748.14	protein_coding	KNOWN	1	AMPD1	1	rs184660829	chr1	115144899	70820	3	93340	105	0	-0.0546234154878912	-0.0239524506721124	0.392624146935555	-0.0640031175831177	11.484917161343
ENSG00000213281	NRAS	NRAS	chr1	gene	115247090	115259515	-	ENSG00000213281.4	protein_coding	KNOWN	2	NRAS	1	rs184660829	chr1	115144899	102191	4	114616	0	0	0.0218985755975291	0.0214010363520537	-0.0111775827837939	0.00755238559667981	0.546672606884408
ENSG00000009307	CSDE1	CSDE1	chr1	gene	115259534	115301297	-	ENSG00000009307.11	protein_coding	KNOWN	1	CSDE1	1	rs184660829	chr1	115144899	114635	5	156398	99	0	0.0104607872507146	-0.0213563586365367	0.0836680087357167	-0.000857146450779321	0.977286110163103
ENSG00000052723	SIKE1	SIKE1	chr1	gene	115312100	115323306	-	ENSG00000052723.7	protein_coding	KNOWN	2	SIKE1	1	rs184660829	chr1	115144899	167201	6	178407	45	1	0.00695422206631202	0.0248963163249041	0.00904106619958306	0.00868304996134398	0.496956513153925
ENSG00000198765	SYCP1	SYCP1	chr1	gene	115397424	115537991	+	ENSG00000198765.6	protein_coding	KNOWN	2	SYCP1	1	rs184660829	chr1	115144899	252525	8	252525	26	0	0.039099403651301	-0.0116463171743105	-0.025691966626992	-0.0323415135914482	0.330838397140663
ENSG00000134200	TSHB	TSHB	chr1	gene	115572415	115576941	+	ENSG00000134200.2	protein_coding	KNOWN	2	TSHB	1	rs184660829	chr1	115144899	427516	9	427516	169	0	-0.0289445628258726	-0.0354758278348464	-0.0315785120693263	-0.0291218075420143	0.229467638612325
ENSG00000134198	TSPAN2	TSPAN2	chr1	gene	115590632	115632121	-	ENSG00000134198.5	protein_coding	KNOWN	2	TSPAN2	1	rs184660829	chr1	115144899	445733	10	487222	156	0	0.00688585451327094	-0.15239976716134	-0.0813432361196423	-0.0556037188884118	0.124585626180005
ENSG00000134259	NGF	NGF	chr1	gene	115828539	115880857	-	ENSG00000134259.3	protein_coding	KNOWN	2	NGF	1	rs184660829	chr1	115144899	683640	14	735958	213	4	0.0472276077177916	0.00677927966893309	-0.0741958808092039	-0.0821647963013079	1.08816806619969
ENSG00000163393	SLC22A15	SLC22A15	chr1	gene	116519119	116612675	+	ENSG00000163393.8	protein_coding	KNOWN	2	SLC22A15	1	rs1127215	chr1	117532790	-1013671	17	1013671	60	5	0.00546501145672615	-0.0773995598427409	-0.0866497857130499	0.0187393928877208	0.0876279452809623
ENSG00000173212	MAB21L3	MAB21L3	chr1	gene	116654376	116677861	+	ENSG00000173212.4	protein_coding	KNOWN	2	MAB21L3	1	rs1127215	chr1	117532790	-878414	13	878414	201	0	-0.0162388172948849	0.0550998663610051	-0.0584930981065981	-0.0698995955429693	0.488714458298326
ENSG00000163399	ATP1A1	ATP1A1	chr1	gene	116915290	116952883	+	ENSG00000163399.10	protein_coding	KNOWN	2	ATP1A1	1	rs1127215	chr1	117532790	-617500	12	617500	90	25	-0.0107802085285749	-0.0304661809944619	-0.0196375447332991	0.0388752396045729	3.07576284326626
ENSG00000116815	CD58	CD58	chr1	gene	117057157	117113661	-	ENSG00000116815.11	protein_coding	KNOWN	2	CD58	1	rs1127215	chr1	117532790	-475633	10	419129	162	19	0.0231618488770265	-0.0397985949516965	-0.030546948883582	-0.0437053794911224	1.91829055264595
ENSG00000143061	IGSF3	IGSF3	chr1	gene	117117031	117210375	-	ENSG00000143061.13	protein_coding	KNOWN	2	IGSF3	1	rs1127215	chr1	117532790	-415759	9	322415	186	0	-0.0564244137391336	-0.111520895362275	-0.0910889815709036	0.0030761834037864	0.29050556868365
ENSG00000203864	C1orf137	C1orf137	chr1	gene	117236734	117249225	+	ENSG00000203864.1	protein_coding	KNOWN	2	C1orf137	1	rs1127215	chr1	117532790	-296056	7	296056	132	0	0.00201847356722864	0.000780144060965995	0.00782342958030523	0.000189988885298804	0.511702804542744
ENSG00000116824	CD2	CD2	chr1	gene	117297007	117311850	+	ENSG00000116824.4	protein_coding	KNOWN	2	CD2	1	rs1127215	chr1	117532790	-235783	6	235783	110	6	0.00281111015619559	0.0132747107875833	-0.110092132777228	-0.0313307954560917	0.383159435535333
ENSG00000134247	PTGFRN	PTGFRN	chr1	gene	117452679	117532980	+	ENSG00000134247.8	protein_coding	KNOWN	2	PTGFRN	1	rs1127215	chr1	117532790	-80111	3	80111	101	1	-0.00733384798514201	-0.0172205852152962	-0.0922961820083514	0.0240467107713739	0.447022721626893
ENSG00000134256	CD101	CD101	chr1	gene	117544382	117579167	+	ENSG00000134256.8	protein_coding	KNOWN	2	CD101	1	rs1127215	chr1	117532790	11592	1	11592	140	14	-0.0386712002445039	-0.0271600593120914	-0.0959186875263165	0.0346389766677463	1.56792784286135
ENSG00000116830	TTF2	TTF2	chr1	gene	117602925	117645492	+	ENSG00000116830.5	protein_coding	KNOWN	2	TTF2	1	rs1127215	chr1	117532790	70135	2	70135	86	7	-0.00274443015673722	-0.0510511742912466	0.0134815569997728	0.00523589393097103	0.741682236651711
ENSG00000134253	TRIM45	TRIM45	chr1	gene	117653682	117665209	-	ENSG00000134253.5	protein_coding	KNOWN	2	TRIM45	1	rs1127215	chr1	117532790	120892	4	132419	140	0	-0.0482058050101189	-0.0801606206400059	0.0657462834421808	0.0529870471873035	1.12675759762487
ENSG00000134258	VTCN1	VTCN1	chr1	gene	117686209	117753556	-	ENSG00000134258.11	protein_coding	KNOWN	2	VTCN1	1	rs1127215	chr1	117532790	153419	5	220766	101	0	-0.101875850709026	0.0176106908280333	-0.0342289447764965	0.239325431688097	4.46287929996331
ENSG00000198162	MAN1A2	MAN1A2	chr1	gene	117910071	118071494	+	ENSG00000198162.6	protein_coding	KNOWN	2	MAN1A2	1	rs1127215	chr1	117532790	377281	8	377281	265	7	0.00313318235813571	0.0195208304530275	0.00493433668349913	0.0426339250757549	3.2151838183565
ENSG00000183508	FAM46C	FAM46C	chr1	gene	118148556	118170994	+	ENSG00000183508.4	protein_coding	KNOWN	2	FAM46C	1	rs1127215	chr1	117532790	615766	11	615766	105	3	-0.0619092539174038	0.0191262353239888	0.0487459505667003	0.120063268495661	1.45465644684399
ENSG00000196505	GDAP2	GDAP2	chr1	gene	118412037	118472253	-	ENSG00000196505.5	protein_coding	KNOWN	2	GDAP2	1	rs1127215	chr1	117532790	879247	14	939463	102	2	0.00606934661818374	0.0209547831290553	-0.0378227741748813	0.0193945230500615	0.254744293387655
ENSG00000065183	WDR3	WDR3	chr1	gene	118472343	118503049	+	ENSG00000065183.10	protein_coding	KNOWN	2	WDR3	1	rs1127215	chr1	117532790	939553	15	939553	102	0	0.0169411857064606	0.0129032709822402	0.044415358091904	0.0179428137371394	0.527104015462447
ENSG00000155761	SPAG17	SPAG17	chr1	gene	118496484	118727846	-	ENSG00000155761.9	protein_coding	KNOWN	2	SPAG17	1	rs1127215	chr1	117532790	963694	16	1195056	0	0	-0.0356690269699019	-0.100235624820152	-0.0791631997151445	0.0266491213918574	0.00567210065137224
ENSG00000092607	TBX15	TBX15	chr1	gene	119425666	119532179	-	ENSG00000092607.8	protein_coding	KNOWN	2	TBX15	1	rs1493694	chr1	120526982	-1101316	14	994803	71	0	0.149958589427098	0.162009747813928	0.274917537139424	-0.131595504806151	12.1226702435401
ENSG00000116874	WARS2	WARS2	chr1	gene	119573839	119683294	-	ENSG00000116874.7	protein_coding	KNOWN	2	WARS2	1	rs1493694	chr1	120526982	-953143	13	843688	5	1	0.0196508607386539	-0.00194149257851767	0.0103045341156683	0.031060534453965	0.298306261515278
ENSG00000116882	HAO2	HAO2	chr1	gene	119911402	119936753	+	ENSG00000116882.10	protein_coding	KNOWN	2	HAO2	1	rs1493694	chr1	120526982	-615580	12	615580	138	0	-0.0329294928646614	0.386949916260968	-0.0613798729773095	-0.0469921918596748	8.28336842221986
ENSG00000203859	HSD3B2	HSD3B2	chr1	gene	119957554	119965658	+	ENSG00000203859.5	protein_coding	KNOWN	2	HSD3B2	1	rs1493694	chr1	120526982	-569428	10	569428	22	0	-0.0525552785783896	0.0343298231897291	-0.0684229476097086	-0.0181503592006052	0.0180531608909798
ENSG00000203857	HSD3B1	HSD3B1	chr1	gene	120049821	120057681	+	ENSG00000203857.5	protein_coding	KNOWN	2	HSD3B1	1	rs1493694	chr1	120526982	-477161	9	477161	0	2	-0.00623827697677879	0.0559387296827568	-0.0204733484051381	-0.0166467342032126	0.151964601270791
ENSG00000143067	ZNF697	ZNF697	chr1	gene	120162045	120190396	-	ENSG00000143067.4	protein_coding	KNOWN	2	ZNF697	1	rs1493694	chr1	120526982	-364937	7	336586	115	7	0.0419223110346175	0.0254140555048211	-0.00298904020785024	0.0161093745435212	1.36475353229964
ENSG00000092621	PHGDH	PHGDH	chr1	gene	120202421	120286838	+	ENSG00000092621.6	protein_coding	KNOWN	2	PHGDH	1	rs1493694	chr1	120526982	-324561	6	324561	97	0	-0.0121912566228666	0.0706204253837168	-0.159286246956581	0.0607567306066907	0.590281146911894
ENSG00000134240	HMGCS2	HMGCS2	chr1	gene	120290619	120311528	-	ENSG00000134240.7	protein_coding	KNOWN	2	HMGCS2	1	rs1493694	chr1	120526982	-236363	4	215454	68	0	-0.149754312293744	0.328715849258595	-0.0112844694133304	0.00572821294062946	5.21222184763937
ENSG00000134193	REG4	REG4	chr1	gene	120336641	120354283	-	ENSG00000134193.9	protein_coding	KNOWN	2	REG4	1	rs1493694	chr1	120526982	-190341	3	172699	59	0	-0.0790688829412914	-0.018177937046299	-0.0762502479529949	0.32063981804944	9.14618255197297
ENSG00000134249	ADAM30	ADAM30	chr1	gene	120436156	120439118	-	ENSG00000134249.5	protein_coding	KNOWN	2	ADAM30	1	rs1493694	chr1	120526982	-90826	2	87864	120	2	-0.0201182004434325	-0.0165169507668707	-0.0128733619248465	-0.0195232742022604	0.435070571620501
ENSG00000134250	NOTCH2	NOTCH2	chr1	gene	120454176	120612240	-	ENSG00000134250.11	protein_coding	KNOWN	2	NOTCH2	1	rs1493694	chr1	120526982	-72806	1	85258	0	9	0.0167759639761483	-0.00455381060878369	-0.042942088682533	-0.00671018819289075	0.66064601561544
ENSG00000188610	FAM72B	FAM72B	chr1	gene	120837272	120855681	+	ENSG00000188610.7	protein_coding	KNOWN	2	FAM72B	1	rs1493694	chr1	120526982	310290	5	310290	0	0	0.0258462983588373	-0.0271339496185873	-0.050203538968437	-0.0387467942035817	0.120501557507205
ENSG00000198019	FCGR1B	FCGR1B	chr1	gene	120926979	120935937	-	ENSG00000198019.7	protein_coding	KNOWN	2	FCGR1B	1	rs1493694	chr1	120526982	399997	8	408955	0	2	0.0167409683105172	-0.0203363985131507	-0.0741472549777601	-0.0211497783653329	0.088252297020893
ENSG00000171943	SRGAP2C	SRGAP2P1	chr1	gene	121107124	121129949	+	ENSG00000171943.7	pseudogene	KNOWN	2	SRGAP2P1	1	rs1493694	chr1	120526982	580142	11	580142	0	0	0.0405126711583528	-0.0610241969651578	-0.0536128814751725	-0.0471976502366559	0.0845673468623391
ENSG00000143437	ARNT	ARNT	chr1	gene	150782181	150849244	-	ENSG00000143437.14	protein_coding	KNOWN	1	ARNT	1	rs145904381	chr1	151017991	-235810	19	168747	104	1	0.013237830319671	0.0096888546043241	0.0201846968194812	-0.00294422492616687	0.699328362637481
ENSG00000143379	SETDB1	SETDB1	chr1	gene	150898739	150937213	+	ENSG00000143379.7	protein_coding	KNOWN	1	SETDB1	1	rs145904381	chr1	151017991	-119252	13	119252	48	1	-0.000231020202341083	-0.0113253676967184	0.0125790357289894	0.00642767968478089	0.420280982490719
ENSG00000143418	CERS2	CERS2	chr1	gene	150933059	150947479	-	ENSG00000143418.14	protein_coding	KNOWN	1	CERS2	1	rs145904381	chr1	151017991	-84932	9	70512	106	0	0.00311072117540374	0.0719787042725725	-0.0470864496207726	0.0162297109517913	0.948393017866915
ENSG00000143412	ANXA9	ANXA9	chr1	gene	150954493	150968110	+	ENSG00000143412.5	protein_coding	KNOWN	2	ANXA9	1	rs145904381	chr1	151017991	-63498	8	63498	88	0	-0.0416160641255223	0.110473723664277	-0.0645243742069934	0.114434430556318	1.79474495393137
